"Year","Canton","TypeofOwner","NrofOwners","TotalArea","ProductiveArea","Hardwood","Softwood","TotalSpecies"
"1995","Thurgau","Type of owners - Total","8977","19448","19351","151643","149803","301446"
"1995","Thurgau","Private forest","8882","10778","10778","74020","52590","126610"
"1995","Thurgau","Public forest","95","8670","8573","77623","97213","174836"
"1995","Thurgau",">>Federal forest","1","214","140",NA,NA,NA
"1995","Thurgau",">>Cantonal forest","1","1426","1426",NA,NA,NA
"1995","Thurgau",">>Municipality forest","5","287","287",NA,NA,NA
"1995","Thurgau",">>Bourgeois forest","68","5669","5649",NA,NA,NA
"1995","Thurgau",">>Other public forest","20","1074","1071",NA,NA,NA
"1996","Glarus","Type of owners - Total","1493","18561","15650","27255","35375","62630"
"1996","Glarus","Private forest","1455","1542","1542","0","500","500"
"1996","Glarus","Public forest","38","17019","14108","27255","34875","62130"
"1996","Glarus",">>Federal forest","1","139","101",NA,NA,NA
"1996","Glarus",">>Cantonal forest","1","55","49",NA,NA,NA
"1996","Glarus",">>Municipality forest","2","798","796",NA,NA,NA
"1996","Glarus",">>Bourgeois forest","30","15800","12941",NA,NA,NA
"1996","Glarus",">>Other public forest","4","227","221",NA,NA,NA
"1996","Schaffhausen","Type of owners - Total","2128","12552","12477","42305","18690","60995"
"1996","Schaffhausen","Private forest","2095","1961","1961","4850","370","5220"
"1996","Schaffhausen","Public forest","33","10591","10516","37455","18320","55775"
"1996","Schaffhausen",">>Federal forest","1","1","1",NA,NA,NA
"1996","Schaffhausen",">>Cantonal forest","1","2154","2120",NA,NA,NA
"1996","Schaffhausen",">>Municipality forest","30","8428","8387",NA,NA,NA
"1996","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"1996","Schaffhausen",">>Other public forest","1","8","8",NA,NA,NA
"1996","Appenzell Ausserrhoden","Type of owners - Total","4263","7114","6815","10326","1936","12262"
"1996","Appenzell Ausserrhoden","Private forest","4238","5367","5367","6100","809","6909"
"1996","Appenzell Ausserrhoden","Public forest","25","1747","1448","4226","1127","5353"
"1996","Appenzell Ausserrhoden",">>Federal forest","1","26","26",NA,NA,NA
"1996","Appenzell Ausserrhoden",">>Cantonal forest","1","412","197",NA,NA,NA
"1996","Appenzell Ausserrhoden",">>Municipality forest","21","1198","1114",NA,NA,NA
"1996","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1996","Appenzell Ausserrhoden",">>Other public forest","2","111","111",NA,NA,NA
"1996","Appenzell Innerrhoden","Type of owners - Total","2497","5196","5004","10569","1426","11995"
"1996","Appenzell Innerrhoden","Private forest","2471","3128","3128","4774","986","5760"
"1996","Appenzell Innerrhoden","Public forest","26","2068","1876","5795","440","6235"
"1996","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"1996","Appenzell Innerrhoden",">>Cantonal forest","1","66","60",NA,NA,NA
"1996","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"1996","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1996","Appenzell Innerrhoden",">>Other public forest","25","2002","1816",NA,NA,NA
"1996","St. Gallen","Type of owners - Total","18649","51899","49466","173888","97164","271052"
"1996","St. Gallen","Private forest","18525","20939","20939","36692","18686","55378"
"1996","St. Gallen","Public forest","124","30960","28527","137196","78478","215674"
"1996","St. Gallen",">>Federal forest","1","279","279",NA,NA,NA
"1996","St. Gallen",">>Cantonal forest","1","1704","1607",NA,NA,NA
"1996","St. Gallen",">>Municipality forest","12","359","348",NA,NA,NA
"1996","St. Gallen",">>Bourgeois forest","62","23840","21868",NA,NA,NA
"1996","St. Gallen",">>Other public forest","48","4778","4425",NA,NA,NA
"1996","Graubünden / Grigioni / Grischun","Type of owners - Total","10885","182352","142137","341180","183740","524920"
"1996","Graubünden / Grigioni / Grischun","Private forest","10606","14548","14548","8040","917","8957"
"1996","Graubünden / Grigioni / Grischun","Public forest","279","167804","127589","333140","182823","515963"
"1996","Graubünden / Grigioni / Grischun",">>Federal forest","1","257","79",NA,NA,NA
"1996","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1076","803",NA,NA,NA
"1996","Graubünden / Grigioni / Grischun",">>Municipality forest","223","159293","120978",NA,NA,NA
"1996","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"1996","Graubünden / Grigioni / Grischun",">>Other public forest","54","7178","5729",NA,NA,NA
"1996","Thurgau","Type of owners - Total","8990","19463","19383","125979","110253","236232"
"1996","Thurgau","Private forest","8895","10775","10775","62415","38735","101150"
"1996","Thurgau","Public forest","95","8688","8608","63564","71518","135082"
"1996","Thurgau",">>Federal forest","1","225","168",NA,NA,NA
"1996","Thurgau",">>Cantonal forest","1","1426","1426",NA,NA,NA
"1996","Thurgau",">>Municipality forest","5","287","287",NA,NA,NA
"1996","Thurgau",">>Bourgeois forest","68","5676","5656",NA,NA,NA
"1996","Thurgau",">>Other public forest","20","1074","1071",NA,NA,NA
"1997","Glarus","Type of owners - Total","1493","18542","15746","22380","31130","53510"
"1997","Glarus","Private forest","1455","1561","1561","0","200","200"
"1997","Glarus","Public forest","38","16981","14185","22380","30930","53310"
"1997","Glarus",">>Federal forest","1","137","99",NA,NA,NA
"1997","Glarus",">>Cantonal forest","1","55","49",NA,NA,NA
"1997","Glarus",">>Municipality forest","2","962","795",NA,NA,NA
"1997","Glarus",">>Bourgeois forest","30","15602","13022",NA,NA,NA
"1997","Glarus",">>Other public forest","4","225","220",NA,NA,NA
"1997","Schaffhausen","Type of owners - Total","2128","12551","12473","30798","12270","43068"
"1997","Schaffhausen","Private forest","2095","1961","1961","2635","990","3625"
"1997","Schaffhausen","Public forest","33","10590","10512","28163","11280","39443"
"1997","Schaffhausen",">>Federal forest","1","1","1",NA,NA,NA
"1997","Schaffhausen",">>Cantonal forest","1","2154","2120",NA,NA,NA
"1997","Schaffhausen",">>Municipality forest","30","8427","8383",NA,NA,NA
"1997","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"1997","Schaffhausen",">>Other public forest","1","8","8",NA,NA,NA
"1997","Appenzell Ausserrhoden","Type of owners - Total","4264","7233","6935","11155","2505","13660"
"1997","Appenzell Ausserrhoden","Private forest","4239","5485","5485","4890","920","5810"
"1997","Appenzell Ausserrhoden","Public forest","25","1748","1450","6265","1585","7850"
"1997","Appenzell Ausserrhoden",">>Federal forest","1","26","26",NA,NA,NA
"1997","Appenzell Ausserrhoden",">>Cantonal forest","1","412","197",NA,NA,NA
"1997","Appenzell Ausserrhoden",">>Municipality forest","20","1081","998",NA,NA,NA
"1997","Appenzell Ausserrhoden",">>Bourgeois forest","1","118","118",NA,NA,NA
"1997","Appenzell Ausserrhoden",">>Other public forest","2","111","111",NA,NA,NA
"1997","Appenzell Innerrhoden","Type of owners - Total","2497","5284","5092","10634","1196","11830"
"1997","Appenzell Innerrhoden","Private forest","2471","3128","3128","5359","661","6020"
"1997","Appenzell Innerrhoden","Public forest","26","2156","1964","5275","535","5810"
"1997","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"1997","Appenzell Innerrhoden",">>Cantonal forest","1","154","148",NA,NA,NA
"1997","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"1997","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1997","Appenzell Innerrhoden",">>Other public forest","25","2002","1816",NA,NA,NA
"1997","St. Gallen","Type of owners - Total","18120","54307","51788","141642","76132","217774"
"1997","St. Gallen","Private forest","17994","20310","20310","38217","13965","52182"
"1997","St. Gallen","Public forest","126","33997","31478","103425","62167","165592"
"1997","St. Gallen",">>Federal forest","1","279","279",NA,NA,NA
"1997","St. Gallen",">>Cantonal forest","1","2021","1884",NA,NA,NA
"1997","St. Gallen",">>Municipality forest","12","359","348",NA,NA,NA
"1997","St. Gallen",">>Bourgeois forest","63","26497","24477",NA,NA,NA
"1997","St. Gallen",">>Other public forest","49","4841","4490",NA,NA,NA
"1997","Graubünden / Grigioni / Grischun","Type of owners - Total","10884","181333","140189","288776","165719","454495"
"1997","Graubünden / Grigioni / Grischun","Private forest","10606","14549","14549","4810","9080","13890"
"1997","Graubünden / Grigioni / Grischun","Public forest","278","166784","125640","283966","156639","440605"
"1997","Graubünden / Grigioni / Grischun",">>Federal forest","1","268","90",NA,NA,NA
"1997","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1076","803",NA,NA,NA
"1997","Graubünden / Grigioni / Grischun",">>Municipality forest","224","158833","119494",NA,NA,NA
"1997","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"1997","Graubünden / Grigioni / Grischun",">>Other public forest","52","6607","5253",NA,NA,NA
"1997","Thurgau","Type of owners - Total","8961","19536","19423","124660","101755","226415"
"1997","Thurgau","Private forest","8866","10823","10823","55845","31205","87050"
"1997","Thurgau","Public forest","95","8713","8600","68815","70550","139365"
"1997","Thurgau",">>Federal forest","1","237","163",NA,NA,NA
"1997","Thurgau",">>Cantonal forest","1","1439","1426",NA,NA,NA
"1997","Thurgau",">>Municipality forest","5","287","287",NA,NA,NA
"1997","Thurgau",">>Bourgeois forest","68","5677","5654",NA,NA,NA
"1997","Thurgau",">>Other public forest","20","1073","1070",NA,NA,NA
"1998","Glarus","Type of owners - Total","1493","18682","15727","14980","20100","35080"
"1998","Glarus","Private forest","1455","1539","1539","500","300","800"
"1998","Glarus","Public forest","38","17143","14188","14480","19800","34280"
"1998","Glarus",">>Federal forest","1","135","97",NA,NA,NA
"1998","Glarus",">>Cantonal forest","1","55","49",NA,NA,NA
"1998","Glarus",">>Municipality forest","2","963","796",NA,NA,NA
"1998","Glarus",">>Bourgeois forest","30","15765","13025",NA,NA,NA
"1998","Glarus",">>Other public forest","4","225","221",NA,NA,NA
"1998","Schaffhausen","Type of owners - Total","2127","12553","12473","31225","9139","40364"
"1998","Schaffhausen","Private forest","2095","1961","1961","2440","700","3140"
"1998","Schaffhausen","Public forest","32","10592","10512","28785","8439","37224"
"1998","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"1998","Schaffhausen",">>Cantonal forest","1","2154","2120",NA,NA,NA
"1998","Schaffhausen",">>Municipality forest","30","8430","8384",NA,NA,NA
"1998","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"1998","Schaffhausen",">>Other public forest","1","8","8",NA,NA,NA
"1998","Appenzell Ausserrhoden","Type of owners - Total","4264","7233","6935","8586","1199","9785"
"1998","Appenzell Ausserrhoden","Private forest","4239","5485","5485","5116","354","5470"
"1998","Appenzell Ausserrhoden","Public forest","25","1748","1450","3470","845","4315"
"1998","Appenzell Ausserrhoden",">>Federal forest","1","26","26",NA,NA,NA
"1998","Appenzell Ausserrhoden",">>Cantonal forest","1","412","197",NA,NA,NA
"1998","Appenzell Ausserrhoden",">>Municipality forest","21","1199","1116",NA,NA,NA
"1998","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1998","Appenzell Ausserrhoden",">>Other public forest","2","111","111",NA,NA,NA
"1998","Appenzell Innerrhoden","Type of owners - Total","3020","4850","4645","7968","296","8264"
"1998","Appenzell Innerrhoden","Private forest","2996","2782","2782","3128","121","3249"
"1998","Appenzell Innerrhoden","Public forest","24","2068","1863","4840","175","5015"
"1998","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"1998","Appenzell Innerrhoden",">>Cantonal forest","1","154","148",NA,NA,NA
"1998","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"1998","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1998","Appenzell Innerrhoden",">>Other public forest","23","1914","1715",NA,NA,NA
"1998","St. Gallen","Type of owners - Total","17328","53896","51371","141021","76649","217670"
"1998","St. Gallen","Private forest","17199","20532","20532","32287","11864","44151"
"1998","St. Gallen","Public forest","129","33364","30839","108734","64785","173519"
"1998","St. Gallen",">>Federal forest","1","279","279",NA,NA,NA
"1998","St. Gallen",">>Cantonal forest","1","2000","1863",NA,NA,NA
"1998","St. Gallen",">>Municipality forest","12","359","348",NA,NA,NA
"1998","St. Gallen",">>Bourgeois forest","66","25874","23852",NA,NA,NA
"1998","St. Gallen",">>Other public forest","49","4852","4497",NA,NA,NA
"1998","Graubünden / Grigioni / Grischun","Type of owners - Total","10897","183295","141613","227404","188543","415947"
"1998","Graubünden / Grigioni / Grischun","Private forest","10622","14557","14557","3300","3371","6671"
"1998","Graubünden / Grigioni / Grischun","Public forest","275","168738","127056","224104","185172","409276"
"1998","Graubünden / Grigioni / Grischun",">>Federal forest","1","270","92",NA,NA,NA
"1998","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1076","803",NA,NA,NA
"1998","Graubünden / Grigioni / Grischun",">>Municipality forest","223","160848","120959",NA,NA,NA
"1998","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"1998","Graubünden / Grigioni / Grischun",">>Other public forest","50","6544","5202",NA,NA,NA
"1998","Thurgau","Type of owners - Total","8939","19525","19412","139226","119212","258438"
"1998","Thurgau","Private forest","8844","10837","10837","75225","35575","110800"
"1998","Thurgau","Public forest","95","8688","8575","64001","83637","147638"
"1998","Thurgau",">>Federal forest","1","236","162",NA,NA,NA
"1998","Thurgau",">>Cantonal forest","1","1409","1396",NA,NA,NA
"1998","Thurgau",">>Municipality forest","6","298","298",NA,NA,NA
"1998","Thurgau",">>Bourgeois forest","67","5672","5649",NA,NA,NA
"1998","Thurgau",">>Other public forest","20","1073","1070",NA,NA,NA
"1999","Glarus","Type of owners - Total","1492","18533","15750","8190","16800","24990"
"1999","Glarus","Private forest","1454","1562","1562","100","0","100"
"1999","Glarus","Public forest","38","16971","14188","8090","16800","24890"
"1999","Glarus",">>Federal forest","1","135","97",NA,NA,NA
"1999","Glarus",">>Cantonal forest","1","55","49",NA,NA,NA
"1999","Glarus",">>Municipality forest","14","7916","6158",NA,NA,NA
"1999","Glarus",">>Bourgeois forest","18","8640","7663",NA,NA,NA
"1999","Glarus",">>Other public forest","4","225","221",NA,NA,NA
"1999","Schaffhausen","Type of owners - Total","2127","12553","12475","27346","14789","42135"
"1999","Schaffhausen","Private forest","2095","1961","1961","1810","255","2065"
"1999","Schaffhausen","Public forest","32","10592","10514","25536","14534","40070"
"1999","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"1999","Schaffhausen",">>Cantonal forest","1","2154","2120",NA,NA,NA
"1999","Schaffhausen",">>Municipality forest","30","8430","8386",NA,NA,NA
"1999","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"1999","Schaffhausen",">>Other public forest","1","8","8",NA,NA,NA
"1999","Appenzell Ausserrhoden","Type of owners - Total","4265","7278","6980","9613","1193","10806"
"1999","Appenzell Ausserrhoden","Private forest","4239","5485","5485","5351","518","5869"
"1999","Appenzell Ausserrhoden","Public forest","26","1793","1495","4262","675","4937"
"1999","Appenzell Ausserrhoden",">>Federal forest","1","26","26",NA,NA,NA
"1999","Appenzell Ausserrhoden",">>Cantonal forest","1","412","197",NA,NA,NA
"1999","Appenzell Ausserrhoden",">>Municipality forest","22","1244","1161",NA,NA,NA
"1999","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1999","Appenzell Ausserrhoden",">>Other public forest","2","111","111",NA,NA,NA
"1999","Appenzell Innerrhoden","Type of owners - Total","3020","4850","4645","4193","410","4603"
"1999","Appenzell Innerrhoden","Private forest","2996","2782","2782","2293","345","2638"
"1999","Appenzell Innerrhoden","Public forest","24","2068","1863","1900","65","1965"
"1999","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"1999","Appenzell Innerrhoden",">>Cantonal forest","1","154","148",NA,NA,NA
"1999","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"1999","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1999","Appenzell Innerrhoden",">>Other public forest","23","1914","1715",NA,NA,NA
"1999","St. Gallen","Type of owners - Total","18297","54048","51551","106060","68441","174501"
"1999","St. Gallen","Private forest","18166","20559","20559","29645","9093","38738"
"1999","St. Gallen","Public forest","131","33489","30992","76415","59348","135763"
"1999","St. Gallen",">>Federal forest","1","335","331",NA,NA,NA
"1999","St. Gallen",">>Cantonal forest","1","2000","1863",NA,NA,NA
"1999","St. Gallen",">>Municipality forest","13","374","363",NA,NA,NA
"1999","St. Gallen",">>Bourgeois forest","68","25919","23932",NA,NA,NA
"1999","St. Gallen",">>Other public forest","48","4861","4503",NA,NA,NA
"1999","Graubünden / Grigioni / Grischun","Type of owners - Total","10931","184561","142661","197296","124364","321660"
"1999","Graubünden / Grigioni / Grischun","Private forest","10652","14723","14723","7445","2195","9640"
"1999","Graubünden / Grigioni / Grischun","Public forest","279","169838","127938","189851","122169","312020"
"1999","Graubünden / Grigioni / Grischun",">>Federal forest","1","270","92",NA,NA,NA
"1999","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1076","803",NA,NA,NA
"1999","Graubünden / Grigioni / Grischun",">>Municipality forest","224","161667","121646",NA,NA,NA
"1999","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"1999","Graubünden / Grigioni / Grischun",">>Other public forest","53","6825","5397",NA,NA,NA
"1999","Thurgau","Type of owners - Total","8953","19555","19444","103738","107532","211270"
"1999","Thurgau","Private forest","8859","10873","10873","55875","32114","87989"
"1999","Thurgau","Public forest","94","8682","8571","47863","75418","123281"
"1999","Thurgau",">>Federal forest","1","233","159",NA,NA,NA
"1999","Thurgau",">>Cantonal forest","1","1410","1397",NA,NA,NA
"1999","Thurgau",">>Municipality forest","6","298","298",NA,NA,NA
"1999","Thurgau",">>Bourgeois forest","66","5668","5647",NA,NA,NA
"1999","Thurgau",">>Other public forest","20","1073","1070",NA,NA,NA
"2000","Glarus","Type of owners - Total","1493","18481","15800","26035","17573","43608"
"2000","Glarus","Private forest","1455","1583","1583","800","0","800"
"2000","Glarus","Public forest","38","16898","14217","25235","17573","42808"
"2000","Glarus",">>Federal forest","1","135","97",NA,NA,NA
"2000","Glarus",">>Cantonal forest","1","55","49",NA,NA,NA
"2000","Glarus",">>Municipality forest","15","8792","7063",NA,NA,NA
"2000","Glarus",">>Bourgeois forest","17","7691","6787",NA,NA,NA
"2000","Glarus",">>Other public forest","4","225","221",NA,NA,NA
"2000","Schaffhausen","Type of owners - Total","2127","12553","12480","23531","7795","31326"
"2000","Schaffhausen","Private forest","2095","1961","1961","1360","1320","2680"
"2000","Schaffhausen","Public forest","32","10592","10519","22171","6475","28646"
"2000","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"2000","Schaffhausen",">>Cantonal forest","1","2154","2120",NA,NA,NA
"2000","Schaffhausen",">>Municipality forest","30","8430","8391",NA,NA,NA
"2000","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"2000","Schaffhausen",">>Other public forest","1","8","8",NA,NA,NA
"2000","Appenzell Ausserrhoden","Type of owners - Total","4265","7197","6955","3895","225","4120"
"2000","Appenzell Ausserrhoden","Private forest","4239","5485","5485","2060","125","2185"
"2000","Appenzell Ausserrhoden","Public forest","26","1712","1470","1835","100","1935"
"2000","Appenzell Ausserrhoden",">>Federal forest","1","26","26",NA,NA,NA
"2000","Appenzell Ausserrhoden",">>Cantonal forest","1","412","197",NA,NA,NA
"2000","Appenzell Ausserrhoden",">>Municipality forest","21","1045","1018",NA,NA,NA
"2000","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2000","Appenzell Ausserrhoden",">>Other public forest","3","229","229",NA,NA,NA
"2000","Appenzell Innerrhoden","Type of owners - Total","3020","4850","4637","4197","162","4359"
"2000","Appenzell Innerrhoden","Private forest","2996","2782","2782","2597","142","2739"
"2000","Appenzell Innerrhoden","Public forest","24","2068","1855","1600","20","1620"
"2000","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"2000","Appenzell Innerrhoden",">>Cantonal forest","1","154","148",NA,NA,NA
"2000","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"2000","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2000","Appenzell Innerrhoden",">>Other public forest","23","1914","1707",NA,NA,NA
"2000","St. Gallen","Type of owners - Total","17770","54447","51950","79948","38081","118029"
"2000","St. Gallen","Private forest","17639","20954","20954","17191","9610","26801"
"2000","St. Gallen","Public forest","131","33493","30996","62757","28471","91228"
"2000","St. Gallen",">>Federal forest","1","335","331",NA,NA,NA
"2000","St. Gallen",">>Cantonal forest","1","2000","1863",NA,NA,NA
"2000","St. Gallen",">>Municipality forest","13","374","363",NA,NA,NA
"2000","St. Gallen",">>Bourgeois forest","68","25923","23936",NA,NA,NA
"2000","St. Gallen",">>Other public forest","48","4861","4503",NA,NA,NA
"2000","Graubünden / Grigioni / Grischun","Type of owners - Total","10991","183296","141931","170926","179568","350494"
"2000","Graubünden / Grigioni / Grischun","Private forest","10719","14834","14834","6774","3746","10520"
"2000","Graubünden / Grigioni / Grischun","Public forest","272","168462","127097","164152","175822","339974"
"2000","Graubünden / Grigioni / Grischun",">>Federal forest","1","270","92",NA,NA,NA
"2000","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1073","814",NA,NA,NA
"2000","Graubünden / Grigioni / Grischun",">>Municipality forest","222","158723","119517",NA,NA,NA
"2000","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"2000","Graubünden / Grigioni / Grischun",">>Other public forest","48","8396","6674",NA,NA,NA
"2000","Thurgau","Type of owners - Total","8931","19541","19430","66102","73493","139595"
"2000","Thurgau","Private forest","8838","10852","10852","29660","17317","46977"
"2000","Thurgau","Public forest","93","8689","8578","36442","56176","92618"
"2000","Thurgau",">>Federal forest","1","230","156",NA,NA,NA
"2000","Thurgau",">>Cantonal forest","1","1409","1396",NA,NA,NA
"2000","Thurgau",">>Municipality forest","5","295","295",NA,NA,NA
"2000","Thurgau",">>Bourgeois forest","66","5682","5661",NA,NA,NA
"2000","Thurgau",">>Other public forest","20","1073","1070",NA,NA,NA
"2001","Glarus","Type of owners - Total","1493","18469","15791","14765","21220","35985"
"2001","Glarus","Private forest","1455","1575","1575","45","1095","1140"
"2001","Glarus","Public forest","38","16894","14216","14720","20125","34845"
"2001","Glarus",">>Federal forest","1","131","93",NA,NA,NA
"2001","Glarus",">>Cantonal forest","1","55","52",NA,NA,NA
"2001","Glarus",">>Municipality forest","17","9896","8007",NA,NA,NA
"2001","Glarus",">>Bourgeois forest","15","6587","5843",NA,NA,NA
"2001","Glarus",">>Other public forest","4","225","221",NA,NA,NA
"2001","Schaffhausen","Type of owners - Total","2127","12553","12479","33925","33273","67198"
"2001","Schaffhausen","Private forest","2095","1961","1961","2090","1895","3985"
"2001","Schaffhausen","Public forest","32","10592","10518","31835","31378","63213"
"2001","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"2001","Schaffhausen",">>Cantonal forest","1","2154","2120",NA,NA,NA
"2001","Schaffhausen",">>Municipality forest","30","8430","8390",NA,NA,NA
"2001","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"2001","Schaffhausen",">>Other public forest","1","8","8",NA,NA,NA
"2001","Appenzell Ausserrhoden","Type of owners - Total","4265","7197","6955","6083","461","6544"
"2001","Appenzell Ausserrhoden","Private forest","4239","5485","5485","2375","315","2690"
"2001","Appenzell Ausserrhoden","Public forest","26","1712","1470","3708","146","3854"
"2001","Appenzell Ausserrhoden",">>Federal forest","1","26","26",NA,NA,NA
"2001","Appenzell Ausserrhoden",">>Cantonal forest","1","412","197",NA,NA,NA
"2001","Appenzell Ausserrhoden",">>Municipality forest","21","1045","1018",NA,NA,NA
"2001","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2001","Appenzell Ausserrhoden",">>Other public forest","3","229","229",NA,NA,NA
"2001","Appenzell Innerrhoden","Type of owners - Total","3020","4850","4637","3142","690","3832"
"2001","Appenzell Innerrhoden","Private forest","2996","2782","2782","1392","690","2082"
"2001","Appenzell Innerrhoden","Public forest","24","2068","1855","1750","0","1750"
"2001","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"2001","Appenzell Innerrhoden",">>Cantonal forest","1","154","148",NA,NA,NA
"2001","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"2001","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2001","Appenzell Innerrhoden",">>Other public forest","23","1914","1707",NA,NA,NA
"2001","St. Gallen","Type of owners - Total","17593","54783","52303","120924","68766","189690"
"2001","St. Gallen","Private forest","17474","21752","21752","32074","20451","52525"
"2001","St. Gallen","Public forest","119","33031","30551","88850","48315","137165"
"2001","St. Gallen",">>Federal forest","1","335","331",NA,NA,NA
"2001","St. Gallen",">>Cantonal forest","1","1998","1861",NA,NA,NA
"2001","St. Gallen",">>Municipality forest","10","342","336",NA,NA,NA
"2001","St. Gallen",">>Bourgeois forest","71","25761","23774",NA,NA,NA
"2001","St. Gallen",">>Other public forest","36","4595","4249",NA,NA,NA
"2001","Graubünden / Grigioni / Grischun","Type of owners - Total","11079","185702","143583","152441","191015","343456"
"2001","Graubünden / Grigioni / Grischun","Private forest","10811","15210","15210","1700","2805","4505"
"2001","Graubünden / Grigioni / Grischun","Public forest","268","170492","128373","150741","188210","338951"
"2001","Graubünden / Grigioni / Grischun",">>Federal forest","1","265","87",NA,NA,NA
"2001","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1007","756",NA,NA,NA
"2001","Graubünden / Grigioni / Grischun",">>Municipality forest","217","162728","122469",NA,NA,NA
"2001","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"2001","Graubünden / Grigioni / Grischun",">>Other public forest","49","6492","5061",NA,NA,NA
"2001","Thurgau","Type of owners - Total","8912","19509","19398","77832","113645","191477"
"2001","Thurgau","Private forest","8819","10824","10824","37545","39900","77445"
"2001","Thurgau","Public forest","93","8685","8574","40287","73745","114032"
"2001","Thurgau",">>Federal forest","1","230","156",NA,NA,NA
"2001","Thurgau",">>Cantonal forest","1","1409","1396",NA,NA,NA
"2001","Thurgau",">>Municipality forest","5","292","292",NA,NA,NA
"2001","Thurgau",">>Bourgeois forest","66","5680","5659",NA,NA,NA
"2001","Thurgau",">>Other public forest","20","1074","1071",NA,NA,NA
"2002","Glarus","Type of owners - Total","1493","18549","15815","13235","12415","25650"
"2002","Glarus","Private forest","1455","1575","1575","0","0","0"
"2002","Glarus","Public forest","38","16974","14240","13235","12415","25650"
"2002","Glarus",">>Federal forest","1","131","93",NA,NA,NA
"2002","Glarus",">>Cantonal forest","1","55","52",NA,NA,NA
"2002","Glarus",">>Municipality forest","17","9969","8007",NA,NA,NA
"2002","Glarus",">>Bourgeois forest","15","6594","5867",NA,NA,NA
"2002","Glarus",">>Other public forest","4","225","221",NA,NA,NA
"2002","Schaffhausen","Type of owners - Total","2121","12553","12479","19948","12794","32742"
"2002","Schaffhausen","Private forest","2089","1961","1961","1545","280","1825"
"2002","Schaffhausen","Public forest","32","10592","10518","18403","12514","30917"
"2002","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"2002","Schaffhausen",">>Cantonal forest","1","2154","2120",NA,NA,NA
"2002","Schaffhausen",">>Municipality forest","30","8430","8390",NA,NA,NA
"2002","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"2002","Schaffhausen",">>Other public forest","1","8","8",NA,NA,NA
