"Year","Canton","TypeofOwner","NrofOwners","TotalArea","ProductiveArea","Hardwood","Softwood","TotalSpecies"
"2013","Glarus",">>Municipality forest","6","17832","15737",NA,NA,NA
"2013","Glarus",">>Bourgeois forest","0","0","0",NA,NA,NA
"2013","Glarus",">>Other public forest","5","211","186",NA,NA,NA
"2013","Schaffhausen","Type of owners - Total","1882","12770","12683","9010","3442","12452"
"2013","Schaffhausen","Private forest","1861","2068","2053","495","150","645"
"2013","Schaffhausen","Public forest","21","10702","10630","8515","3292","11807"
"2013","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"2013","Schaffhausen",">>Cantonal forest","1","2137","2123",NA,NA,NA
"2013","Schaffhausen",">>Municipality forest","16","8557","8499",NA,NA,NA
"2013","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"2013","Schaffhausen",">>Other public forest","4","8","8",NA,NA,NA
"2013","Appenzell Ausserrhoden","Type of owners - Total","4244","7191","6872","2520","310","2830"
"2013","Appenzell Ausserrhoden","Private forest","4223","5530","5284","1210","79","1289"
"2013","Appenzell Ausserrhoden","Public forest","21","1661","1588","1310","232","1542"
"2013","Appenzell Ausserrhoden",">>Federal forest","1","26","25",NA,NA,NA
"2013","Appenzell Ausserrhoden",">>Cantonal forest","1","392","375",NA,NA,NA
"2013","Appenzell Ausserrhoden",">>Municipality forest","10","1132","1082",NA,NA,NA
"2013","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2013","Appenzell Ausserrhoden",">>Other public forest","9","111","106",NA,NA,NA
"2013","Appenzell Innerrhoden","Type of owners - Total","3005","4869","4655","1817","121","1938"
"2013","Appenzell Innerrhoden","Private forest","2994","2782","2660","1167","59","1226"
"2013","Appenzell Innerrhoden","Public forest","11","2087","1995","650","62","712"
"2013","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"2013","Appenzell Innerrhoden",">>Cantonal forest","1","154","147",NA,NA,NA
"2013","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"2013","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2013","Appenzell Innerrhoden",">>Other public forest","10","1933","1848",NA,NA,NA
"2013","St. Gallen","Type of owners - Total","17940","54909","52435","59923","12791","72714"
"2013","St. Gallen","Private forest","17726","21997","21311","18678","4702","23380"
"2013","St. Gallen","Public forest","214","32912","31124","41245","8089","49334"
"2013","St. Gallen",">>Federal forest","1","231","222",NA,NA,NA
"2013","St. Gallen",">>Cantonal forest","1","1973","1888",NA,NA,NA
"2013","St. Gallen",">>Municipality forest","65","752","727",NA,NA,NA
"2013","St. Gallen",">>Bourgeois forest","86","25403","23867",NA,NA,NA
"2013","St. Gallen",">>Other public forest","61","4553","4420",NA,NA,NA
"2013","Graubünden / Grigioni / Grischun","Type of owners - Total","10856","195494","152934","50556","26992","77548"
"2013","Graubünden / Grigioni / Grischun","Private forest","10682","18189","14199","1200","1174","2374"
"2013","Graubünden / Grigioni / Grischun","Public forest","174","177305","138735","49356","25818","75174"
"2013","Graubünden / Grigioni / Grischun",">>Federal forest","1","762","592",NA,NA,NA
"2013","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1123","875",NA,NA,NA
"2013","Graubünden / Grigioni / Grischun",">>Municipality forest","89","170744","133608",NA,NA,NA
"2013","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"2013","Graubünden / Grigioni / Grischun",">>Other public forest","83","4676","3660",NA,NA,NA
"2013","Thurgau","Type of owners - Total","8877","19684","19644","40745","38139","78884"
"2013","Thurgau","Private forest","8781","11004","10982","575","740","1315"
"2013","Thurgau","Public forest","96","8680","8662","40170","37399","77569"
"2013","Thurgau",">>Federal forest","1","177","177",NA,NA,NA
"2013","Thurgau",">>Cantonal forest","1","1377","1374",NA,NA,NA
"2013","Thurgau",">>Municipality forest","29","304","303",NA,NA,NA
"2013","Thurgau",">>Bourgeois forest","38","5742","5730",NA,NA,NA
"2013","Thurgau",">>Other public forest","27","1080","1078",NA,NA,NA
"2014","Glarus","Type of owners - Total","1467","21017","18545","2020","5030","7050"
"2014","Glarus","Private forest","1454","2662","2349","0","0","0"
"2014","Glarus","Public forest","13","18355","16196","2020","5030","7050"
"2014","Glarus",">>Federal forest","1","206","182",NA,NA,NA
"2014","Glarus",">>Cantonal forest","1","101","89",NA,NA,NA
"2014","Glarus",">>Municipality forest","6","17837","15739",NA,NA,NA
"2014","Glarus",">>Bourgeois forest","0","0","0",NA,NA,NA
"2014","Glarus",">>Other public forest","5","211","186",NA,NA,NA
"2014","Schaffhausen","Type of owners - Total","1882","12677","12590","14932","2502","17434"
"2014","Schaffhausen","Private forest","1861","2068","2053","410","180","590"
"2014","Schaffhausen","Public forest","21","10609","10537","14522","2322","16844"
"2014","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"2014","Schaffhausen",">>Cantonal forest","1","2137","2123",NA,NA,NA
"2014","Schaffhausen",">>Municipality forest","16","8464","8406",NA,NA,NA
"2014","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"2014","Schaffhausen",">>Other public forest","4","8","8",NA,NA,NA
"2014","Appenzell Ausserrhoden","Type of owners - Total","4244","7191","6872","1563","547","2110"
"2014","Appenzell Ausserrhoden","Private forest","4223","5530","5284","1224","451","1675"
"2014","Appenzell Ausserrhoden","Public forest","21","1661","1588","339","96","435"
"2014","Appenzell Ausserrhoden",">>Federal forest","1","26","25",NA,NA,NA
"2014","Appenzell Ausserrhoden",">>Cantonal forest","1","392","375",NA,NA,NA
"2014","Appenzell Ausserrhoden",">>Municipality forest","10","1132","1082",NA,NA,NA
"2014","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2014","Appenzell Ausserrhoden",">>Other public forest","9","111","106",NA,NA,NA
"2014","Appenzell Innerrhoden","Type of owners - Total","3005","4869","4655","1770","423","2193"
"2014","Appenzell Innerrhoden","Private forest","2994","2782","2660","1216","423","1639"
"2014","Appenzell Innerrhoden","Public forest","11","2087","1995","554","0","554"
"2014","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"2014","Appenzell Innerrhoden",">>Cantonal forest","1","154","147",NA,NA,NA
"2014","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"2014","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2014","Appenzell Innerrhoden",">>Other public forest","10","1933","1848",NA,NA,NA
"2014","St. Gallen","Type of owners - Total","17947","54931","52451","63395","20372","83767"
"2014","St. Gallen","Private forest","17730","21892","21211","20980","4068","25048"
"2014","St. Gallen","Public forest","217","33039","31240","42415","16304","58719"
"2014","St. Gallen",">>Federal forest","1","359","342",NA,NA,NA
"2014","St. Gallen",">>Cantonal forest","1","1973","1888",NA,NA,NA
"2014","St. Gallen",">>Municipality forest","66","815","784",NA,NA,NA
"2014","St. Gallen",">>Bourgeois forest","87","25335","23803",NA,NA,NA
"2014","St. Gallen",">>Other public forest","62","4557","4423",NA,NA,NA
"2014","Graubünden / Grigioni / Grischun","Type of owners - Total","10777","200002","158603","48485","29535","78020"
"2014","Graubünden / Grigioni / Grischun","Private forest","10621","18522","14689","100","3992","4092"
"2014","Graubünden / Grigioni / Grischun","Public forest","156","181480","143914","48385","25543","73928"
"2014","Graubünden / Grigioni / Grischun",">>Federal forest","1","225","178",NA,NA,NA
"2014","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1121","887",NA,NA,NA
"2014","Graubünden / Grigioni / Grischun",">>Municipality forest","80","175366","139069",NA,NA,NA
"2014","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"2014","Graubünden / Grigioni / Grischun",">>Other public forest","74","4768","3780",NA,NA,NA
"2014","Thurgau","Type of owners - Total","8875","19717","19677","38124","49452","87576"
"2014","Thurgau","Private forest","8779","11029","11007","570","1380","1950"
"2014","Thurgau","Public forest","96","8688","8670","37554","48072","85626"
"2014","Thurgau",">>Federal forest","1","177","177",NA,NA,NA
"2014","Thurgau",">>Cantonal forest","1","1379","1376",NA,NA,NA
"2014","Thurgau",">>Municipality forest","29","304","303",NA,NA,NA
"2014","Thurgau",">>Bourgeois forest","38","5747","5735",NA,NA,NA
"2014","Thurgau",">>Other public forest","27","1081","1079",NA,NA,NA
"2015","Glarus","Type of owners - Total","1467","21017","18545","5398","7382","12780"
"2015","Glarus","Private forest","1454","2662","2349","226","0","226"
"2015","Glarus","Public forest","13","18355","16196","5172","7382","12554"
"2015","Glarus",">>Federal forest","1","206","182",NA,NA,NA
"2015","Glarus",">>Cantonal forest","1","101","89",NA,NA,NA
"2015","Glarus",">>Municipality forest","6","17837","15739",NA,NA,NA
"2015","Glarus",">>Bourgeois forest","0","0","0",NA,NA,NA
"2015","Glarus",">>Other public forest","5","211","186",NA,NA,NA
"2015","Schaffhausen","Type of owners - Total","2070","12669","12568","6725","1209","7934"
"2015","Schaffhausen","Private forest","2049","2068","2049","965","250","1215"
"2015","Schaffhausen","Public forest","21","10601","10519","5760","959","6719"
"2015","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"2015","Schaffhausen",">>Cantonal forest","1","2137","2122",NA,NA,NA
"2015","Schaffhausen",">>Municipality forest","16","8456","8389",NA,NA,NA
"2015","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"2015","Schaffhausen",">>Other public forest","4","8","8",NA,NA,NA
"2015","Appenzell Ausserrhoden","Type of owners - Total","4244","7181","6862","1508","175","1683"
"2015","Appenzell Ausserrhoden","Private forest","4223","5530","5284","1222","158","1380"
"2015","Appenzell Ausserrhoden","Public forest","21","1651","1578","287","17","304"
"2015","Appenzell Ausserrhoden",">>Federal forest","1","26","25",NA,NA,NA
"2015","Appenzell Ausserrhoden",">>Cantonal forest","1","392","375",NA,NA,NA
"2015","Appenzell Ausserrhoden",">>Municipality forest","10","1122","1072",NA,NA,NA
"2015","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2015","Appenzell Ausserrhoden",">>Other public forest","9","111","106",NA,NA,NA
"2015","Appenzell Innerrhoden","Type of owners - Total","3005","4869","4655","1415","1966","3381"
"2015","Appenzell Innerrhoden","Private forest","2994","2782","2660","1160","909","2069"
"2015","Appenzell Innerrhoden","Public forest","11","2087","1995","255","1057","1312"
"2015","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"2015","Appenzell Innerrhoden",">>Cantonal forest","1","154","147",NA,NA,NA
"2015","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"2015","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2015","Appenzell Innerrhoden",">>Other public forest","10","1933","1848",NA,NA,NA
"2015","St. Gallen","Type of owners - Total","17065","60000","56639","60582","16881","77463"
"2015","St. Gallen","Private forest","16833","26002","24893","22225","8767","30992"
"2015","St. Gallen","Public forest","232","33998","31746","38357","8114","46471"
"2015","St. Gallen",">>Federal forest","1","410","395",NA,NA,NA
"2015","St. Gallen",">>Cantonal forest","1","2096","1981",NA,NA,NA
"2015","St. Gallen",">>Municipality forest","71","926","887",NA,NA,NA
"2015","St. Gallen",">>Bourgeois forest","93","26913","24946",NA,NA,NA
"2015","St. Gallen",">>Other public forest","66","3653","3537",NA,NA,NA
"2015","Graubünden / Grigioni / Grischun","Type of owners - Total","10758","199841","158444","42937","28598","71535"
"2015","Graubünden / Grigioni / Grischun","Private forest","10613","18458","14624","772","1870","2642"
"2015","Graubünden / Grigioni / Grischun","Public forest","145","181383","143820","42165","26728","68893"
"2015","Graubünden / Grigioni / Grischun",">>Federal forest","1","225","178",NA,NA,NA
"2015","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1124","890",NA,NA,NA
"2015","Graubünden / Grigioni / Grischun",">>Municipality forest","74","175223","138934",NA,NA,NA
"2015","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"2015","Graubünden / Grigioni / Grischun",">>Other public forest","69","4811","3818",NA,NA,NA
"2015","Thurgau","Type of owners - Total","8887","19702","19662","34745","44858","79603"
"2015","Thurgau","Private forest","8793","11011","10989","17125","16804","33929"
"2015","Thurgau","Public forest","94","8691","8673","17620","28054","45674"
"2015","Thurgau",">>Federal forest","1","177","177",NA,NA,NA
"2015","Thurgau",">>Cantonal forest","1","1379","1376",NA,NA,NA
"2015","Thurgau",">>Municipality forest","28","326","325",NA,NA,NA
"2015","Thurgau",">>Bourgeois forest","37","5728","5716",NA,NA,NA
"2015","Thurgau",">>Other public forest","27","1081","1079",NA,NA,NA
"2016","Glarus","Type of owners - Total","1466","21017","18545","2276","1442","3718"
"2016","Glarus","Private forest","1457","2662","2406","150","0","150"
"2016","Glarus","Public forest","9","18355","16139","2126","1442","3568"
"2016","Glarus",">>Federal forest","1","206","115",NA,NA,NA
"2016","Glarus",">>Cantonal forest","1","101","99",NA,NA,NA
"2016","Glarus",">>Municipality forest","3","17837","15743",NA,NA,NA
"2016","Glarus",">>Bourgeois forest","0","0","0",NA,NA,NA
"2016","Glarus",">>Other public forest","4","211","182",NA,NA,NA
"2016","Schaffhausen","Type of owners - Total","2071","12669","12568","5848","1934","7782"
"2016","Schaffhausen","Private forest","2043","2068","2068","325","50","375"
"2016","Schaffhausen","Public forest","28","10601","10500","5523","1884","7407"
"2016","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"2016","Schaffhausen",">>Cantonal forest","1","2137","2137",NA,NA,NA
"2016","Schaffhausen",">>Municipality forest","26","8456","8355",NA,NA,NA
"2016","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"2016","Schaffhausen",">>Other public forest","1","8","8",NA,NA,NA
"2016","Appenzell Ausserrhoden","Type of owners - Total","4266","7181","6861","2872","1194","4066"
"2016","Appenzell Ausserrhoden","Private forest","4241","5530","5529","1385","352","1737"
"2016","Appenzell Ausserrhoden","Public forest","25","1651","1332","1488","842","2330"
"2016","Appenzell Ausserrhoden",">>Federal forest","1","26","26",NA,NA,NA
"2016","Appenzell Ausserrhoden",">>Cantonal forest","1","392","177",NA,NA,NA
"2016","Appenzell Ausserrhoden",">>Municipality forest","21","1131","1027",NA,NA,NA
"2016","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2016","Appenzell Ausserrhoden",">>Other public forest","2","102","102",NA,NA,NA
"2016","Appenzell Innerrhoden","Type of owners - Total","3024","4869","4655","564","60","624"
"2016","Appenzell Innerrhoden","Private forest","2996","2782","2782","524","60","584"
"2016","Appenzell Innerrhoden","Public forest","28","2087","1873","40","0","40"
"2016","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"2016","Appenzell Innerrhoden",">>Cantonal forest","1","154","148",NA,NA,NA
"2016","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"2016","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2016","Appenzell Innerrhoden",">>Other public forest","27","1933","1725",NA,NA,NA
"2016","St. Gallen","Type of owners - Total","16995","60000","56639","49125","17156","66281"
"2016","St. Gallen","Private forest","16483","26003","24927","14541","5676","20217"
"2016","St. Gallen","Public forest","512","33997","31712","34584","11480","46064"
"2016","St. Gallen",">>Federal forest","1","410","405",NA,NA,NA
"2016","St. Gallen",">>Cantonal forest","1","2091","1938",NA,NA,NA
"2016","St. Gallen",">>Municipality forest","19","864","852",NA,NA,NA
"2016","St. Gallen",">>Bourgeois forest","77","26911","24931",NA,NA,NA
"2016","St. Gallen",">>Other public forest","414","3721","3586",NA,NA,NA
"2016","Graubünden / Grigioni / Grischun","Type of owners - Total","10694","199350","157982","49959","24564","74523"
"2016","Graubünden / Grigioni / Grischun","Private forest","10542","18368","17842","4667","3792","8459"
"2016","Graubünden / Grigioni / Grischun","Public forest","152","180982","140140","45292","20772","66064"
