"Forest area in Switzerland, in ha"

"Year";"Forest zone";"Canton";"Type of owner";"Forest owners number";"Total forest area";"Productive forest area"
"1984";"Prealps";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"1984";"Prealps";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1984";"Prealps";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"1984";"Prealps";"Thurgau";"Type of owners - Total";0;0;0
"1984";"Prealps";"Thurgau";"Private forest";0;0;0
"1984";"Prealps";"Thurgau";"Public forest";0;0;0
"1984";"Prealps";"Thurgau";">>Federal forest";0;0;0
"1984";"Prealps";"Thurgau";">>Cantonal forest";0;0;0
"1984";"Prealps";"Thurgau";">>Municipality forest";0;0;0
"1984";"Prealps";"Thurgau";">>Bourgeois forest";0;0;0
"1984";"Prealps";"Thurgau";">>Other public forest";0;0;0
"1984";"Alps";"Glarus";"Type of owners - Total";1456;17339;14565
"1984";"Alps";"Glarus";"Private forest";1418;1515;1515
"1984";"Alps";"Glarus";"Public forest";38;15824;13050
"1984";"Alps";"Glarus";">>Federal forest";1;131;93
"1984";"Alps";"Glarus";">>Cantonal forest";1;86;80
"1984";"Alps";"Glarus";">>Municipality forest";1;54;48
"1984";"Alps";"Glarus";">>Bourgeois forest";31;15325;12609
"1984";"Alps";"Glarus";">>Other public forest";4;228;220
"1984";"Alps";"Schaffhausen";"Type of owners - Total";0;0;0
"1984";"Alps";"Schaffhausen";"Private forest";0;0;0
"1984";"Alps";"Schaffhausen";"Public forest";0;0;0
"1984";"Alps";"Schaffhausen";">>Federal forest";0;0;0
"1984";"Alps";"Schaffhausen";">>Cantonal forest";0;0;0
"1984";"Alps";"Schaffhausen";">>Municipality forest";0;0;0
"1984";"Alps";"Schaffhausen";">>Bourgeois forest";0;0;0
"1984";"Alps";"Schaffhausen";">>Other public forest";0;0;0
"1984";"Alps";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1984";"Alps";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1984";"Alps";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1984";"Alps";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1984";"Alps";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1984";"Alps";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1984";"Alps";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1984";"Alps";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1984";"Alps";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1984";"Alps";"Appenzell Innerrhoden";"Private forest";0;0;0
"1984";"Alps";"Appenzell Innerrhoden";"Public forest";0;0;0
"1984";"Alps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1984";"Alps";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1984";"Alps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1984";"Alps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1984";"Alps";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1984";"Alps";"St. Gallen";"Type of owners - Total";2089;14816;12903
"1984";"Alps";"St. Gallen";"Private forest";2060;2645;2645
"1984";"Alps";"St. Gallen";"Public forest";29;12171;10258
"1984";"Alps";"St. Gallen";">>Federal forest";1;53;49
"1984";"Alps";"St. Gallen";">>Cantonal forest";1;619;467
"1984";"Alps";"St. Gallen";">>Municipality forest";3;75;70
"1984";"Alps";"St. Gallen";">>Bourgeois forest";22;11199;9538
"1984";"Alps";"St. Gallen";">>Other public forest";2;225;134
"1984";"Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";8074;148340;116181
"1984";"Alps";"Graubünden / Grigioni / Grischun";"Private forest";7845;11931;11931
"1984";"Alps";"Graubünden / Grigioni / Grischun";"Public forest";229;136409;104250
"1984";"Alps";"Graubünden / Grigioni / Grischun";">>Federal forest";1;214;36
"1984";"Alps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";1;919;679
"1984";"Alps";"Graubünden / Grigioni / Grischun";">>Municipality forest";206;131307;100377
"1984";"Alps";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1984";"Alps";"Graubünden / Grigioni / Grischun";">>Other public forest";21;3969;3158
"1984";"Alps";"Thurgau";"Type of owners - Total";0;0;0
"1984";"Alps";"Thurgau";"Private forest";0;0;0
"1984";"Alps";"Thurgau";"Public forest";0;0;0
"1984";"Alps";"Thurgau";">>Federal forest";0;0;0
"1984";"Alps";"Thurgau";">>Cantonal forest";0;0;0
"1984";"Alps";"Thurgau";">>Municipality forest";0;0;0
"1984";"Alps";"Thurgau";">>Bourgeois forest";0;0;0
"1984";"Alps";"Thurgau";">>Other public forest";0;0;0
"1984";"Southern Alps";"Glarus";"Type of owners - Total";0;0;0
"1984";"Southern Alps";"Glarus";"Private forest";0;0;0
"1984";"Southern Alps";"Glarus";"Public forest";0;0;0
"1984";"Southern Alps";"Glarus";">>Federal forest";0;0;0
"1984";"Southern Alps";"Glarus";">>Cantonal forest";0;0;0
"1984";"Southern Alps";"Glarus";">>Municipality forest";0;0;0
"1984";"Southern Alps";"Glarus";">>Bourgeois forest";0;0;0
"1984";"Southern Alps";"Glarus";">>Other public forest";0;0;0
"1984";"Southern Alps";"Schaffhausen";"Type of owners - Total";0;0;0
"1984";"Southern Alps";"Schaffhausen";"Private forest";0;0;0
"1984";"Southern Alps";"Schaffhausen";"Public forest";0;0;0
"1984";"Southern Alps";"Schaffhausen";">>Federal forest";0;0;0
"1984";"Southern Alps";"Schaffhausen";">>Cantonal forest";0;0;0
"1984";"Southern Alps";"Schaffhausen";">>Municipality forest";0;0;0
"1984";"Southern Alps";"Schaffhausen";">>Bourgeois forest";0;0;0
"1984";"Southern Alps";"Schaffhausen";">>Other public forest";0;0;0
"1984";"Southern Alps";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1984";"Southern Alps";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1984";"Southern Alps";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1984";"Southern Alps";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1984";"Southern Alps";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1984";"Southern Alps";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1984";"Southern Alps";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1984";"Southern Alps";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1984";"Southern Alps";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1984";"Southern Alps";"Appenzell Innerrhoden";"Private forest";0;0;0
"1984";"Southern Alps";"Appenzell Innerrhoden";"Public forest";0;0;0
"1984";"Southern Alps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1984";"Southern Alps";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1984";"Southern Alps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1984";"Southern Alps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1984";"Southern Alps";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1984";"Southern Alps";"St. Gallen";"Type of owners - Total";0;0;0
"1984";"Southern Alps";"St. Gallen";"Private forest";0;0;0
"1984";"Southern Alps";"St. Gallen";"Public forest";0;0;0
"1984";"Southern Alps";"St. Gallen";">>Federal forest";0;0;0
"1984";"Southern Alps";"St. Gallen";">>Cantonal forest";0;0;0
"1984";"Southern Alps";"St. Gallen";">>Municipality forest";0;0;0
"1984";"Southern Alps";"St. Gallen";">>Bourgeois forest";0;0;0
"1984";"Southern Alps";"St. Gallen";">>Other public forest";0;0;0
"1984";"Southern Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";1972;28367;22531
"1984";"Southern Alps";"Graubünden / Grigioni / Grischun";"Private forest";1941;2085;2085
"1984";"Southern Alps";"Graubünden / Grigioni / Grischun";"Public forest";31;26282;20446
"1984";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Federal forest";1;10;10
"1984";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1984";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Municipality forest";19;25412;19696
"1984";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1984";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Other public forest";11;860;740
"1984";"Southern Alps";"Thurgau";"Type of owners - Total";0;0;0
"1984";"Southern Alps";"Thurgau";"Private forest";0;0;0
"1984";"Southern Alps";"Thurgau";"Public forest";0;0;0
"1984";"Southern Alps";"Thurgau";">>Federal forest";0;0;0
"1984";"Southern Alps";"Thurgau";">>Cantonal forest";0;0;0
"1984";"Southern Alps";"Thurgau";">>Municipality forest";0;0;0
"1984";"Southern Alps";"Thurgau";">>Bourgeois forest";0;0;0
"1984";"Southern Alps";"Thurgau";">>Other public forest";0;0;0
"1985";"Switzerland";"Glarus";"Type of owners - Total";1456;17440;14647
"1985";"Switzerland";"Glarus";"Private forest";1418;1515;1515
"1985";"Switzerland";"Glarus";"Public forest";38;15925;13132
"1985";"Switzerland";"Glarus";">>Federal forest";1;131;93
"1985";"Switzerland";"Glarus";">>Cantonal forest";1;86;80
"1985";"Switzerland";"Glarus";">>Municipality forest";1;54;48
"1985";"Switzerland";"Glarus";">>Bourgeois forest";31;15427;12692
"1985";"Switzerland";"Glarus";">>Other public forest";4;227;219
"1985";"Switzerland";"Schaffhausen";"Type of owners - Total";2149;12631;12433
"1985";"Switzerland";"Schaffhausen";"Private forest";2117;1977;1977
"1985";"Switzerland";"Schaffhausen";"Public forest";32;10654;10456
"1985";"Switzerland";"Schaffhausen";">>Federal forest";0;0;0
"1985";"Switzerland";"Schaffhausen";">>Cantonal forest";1;2189;2122
"1985";"Switzerland";"Schaffhausen";">>Municipality forest";30;8457;8326
"1985";"Switzerland";"Schaffhausen";">>Bourgeois forest";0;0;0
"1985";"Switzerland";"Schaffhausen";">>Other public forest";1;8;8
"1985";"Switzerland";"Appenzell Ausserrhoden";"Type of owners - Total";4048;6186;6161
"1985";"Switzerland";"Appenzell Ausserrhoden";"Private forest";4023;4650;4650
"1985";"Switzerland";"Appenzell Ausserrhoden";"Public forest";25;1536;1511
"1985";"Switzerland";"Appenzell Ausserrhoden";">>Federal forest";1;179;179
"1985";"Switzerland";"Appenzell Ausserrhoden";">>Cantonal forest";1;347;328
"1985";"Switzerland";"Appenzell Ausserrhoden";">>Municipality forest";21;997;991
"1985";"Switzerland";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1985";"Switzerland";"Appenzell Ausserrhoden";">>Other public forest";2;13;13
"1985";"Switzerland";"Appenzell Innerrhoden";"Type of owners - Total";1676;4408;4200
"1985";"Switzerland";"Appenzell Innerrhoden";"Private forest";1650;2359;2359
"1985";"Switzerland";"Appenzell Innerrhoden";"Public forest";26;2049;1841
"1985";"Switzerland";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1985";"Switzerland";"Appenzell Innerrhoden";">>Cantonal forest";1;61;61
"1985";"Switzerland";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1985";"Switzerland";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1985";"Switzerland";"Appenzell Innerrhoden";">>Other public forest";25;1988;1780
"1985";"Switzerland";"St. Gallen";"Type of owners - Total";17293;51257;48411
"1985";"Switzerland";"St. Gallen";"Private forest";17098;18470;18470
"1985";"Switzerland";"St. Gallen";"Public forest";195;32787;29941
"1985";"Switzerland";"St. Gallen";">>Federal forest";1;139;135
"1985";"Switzerland";"St. Gallen";">>Cantonal forest";1;2069;1841
"1985";"Switzerland";"St. Gallen";">>Municipality forest";22;454;442
"1985";"Switzerland";"St. Gallen";">>Bourgeois forest";81;25314;23079
"1985";"Switzerland";"St. Gallen";">>Other public forest";90;4811;4444
"1985";"Switzerland";"Graubünden / Grigioni / Grischun";"Type of owners - Total";10163;178525;139291
"1985";"Switzerland";"Graubünden / Grigioni / Grischun";"Private forest";9890;14305;14305
"1985";"Switzerland";"Graubünden / Grigioni / Grischun";"Public forest";273;164220;124986
"1985";"Switzerland";"Graubünden / Grigioni / Grischun";">>Federal forest";1;226;48
"1985";"Switzerland";"Graubünden / Grigioni / Grischun";">>Cantonal forest";1;926;679
"1985";"Switzerland";"Graubünden / Grigioni / Grischun";">>Municipality forest";221;156761;119186
"1985";"Switzerland";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1985";"Switzerland";"Graubünden / Grigioni / Grischun";">>Other public forest";50;6307;5073
"1985";"Switzerland";"Thurgau";"Type of owners - Total";8666;19118;19032
"1985";"Switzerland";"Thurgau";"Private forest";8572;10600;10600
"1985";"Switzerland";"Thurgau";"Public forest";94;8518;8432
"1985";"Switzerland";"Thurgau";">>Federal forest";1;191;126
"1985";"Switzerland";"Thurgau";">>Cantonal forest";1;1413;1407
"1985";"Switzerland";"Thurgau";">>Municipality forest";2;51;51
"1985";"Switzerland";"Thurgau";">>Bourgeois forest";73;5880;5866
"1985";"Switzerland";"Thurgau";">>Other public forest";17;983;982
"1985";"Jura";"Glarus";"Type of owners - Total";0;0;0
"1985";"Jura";"Glarus";"Private forest";0;0;0
"1985";"Jura";"Glarus";"Public forest";0;0;0
"1985";"Jura";"Glarus";">>Federal forest";0;0;0
"1985";"Jura";"Glarus";">>Cantonal forest";0;0;0
"1985";"Jura";"Glarus";">>Municipality forest";0;0;0
"1985";"Jura";"Glarus";">>Bourgeois forest";0;0;0
"1985";"Jura";"Glarus";">>Other public forest";0;0;0
"1985";"Jura";"Schaffhausen";"Type of owners - Total";1994;12292;12095
"1985";"Jura";"Schaffhausen";"Private forest";1964;1840;1840
"1985";"Jura";"Schaffhausen";"Public forest";30;10452;10255
"1985";"Jura";"Schaffhausen";">>Federal forest";0;0;0
"1985";"Jura";"Schaffhausen";">>Cantonal forest";1;2189;2122
"1985";"Jura";"Schaffhausen";">>Municipality forest";28;8255;8125
"1985";"Jura";"Schaffhausen";">>Bourgeois forest";0;0;0
"1985";"Jura";"Schaffhausen";">>Other public forest";1;8;8
"1985";"Jura";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1985";"Jura";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1985";"Jura";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1985";"Jura";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1985";"Jura";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1985";"Jura";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1985";"Jura";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1985";"Jura";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1985";"Jura";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1985";"Jura";"Appenzell Innerrhoden";"Private forest";0;0;0
"1985";"Jura";"Appenzell Innerrhoden";"Public forest";0;0;0
"1985";"Jura";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1985";"Jura";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1985";"Jura";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1985";"Jura";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1985";"Jura";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1985";"Jura";"St. Gallen";"Type of owners - Total";0;0;0
"1985";"Jura";"St. Gallen";"Private forest";0;0;0
"1985";"Jura";"St. Gallen";"Public forest";0;0;0
"1985";"Jura";"St. Gallen";">>Federal forest";0;0;0
"1985";"Jura";"St. Gallen";">>Cantonal forest";0;0;0
"1985";"Jura";"St. Gallen";">>Municipality forest";0;0;0
"1985";"Jura";"St. Gallen";">>Bourgeois forest";0;0;0
"1985";"Jura";"St. Gallen";">>Other public forest";0;0;0
"1985";"Jura";"Graubünden / Grigioni / Grischun";"Type of owners - Total";0;0;0
"1985";"Jura";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"1985";"Jura";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"1985";"Jura";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1985";"Jura";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1985";"Jura";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"1985";"Jura";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1985";"Jura";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"1985";"Jura";"Thurgau";"Type of owners - Total";0;0;0
"1985";"Jura";"Thurgau";"Private forest";0;0;0
"1985";"Jura";"Thurgau";"Public forest";0;0;0
"1985";"Jura";"Thurgau";">>Federal forest";0;0;0
"1985";"Jura";"Thurgau";">>Cantonal forest";0;0;0
"1985";"Jura";"Thurgau";">>Municipality forest";0;0;0
"1985";"Jura";"Thurgau";">>Bourgeois forest";0;0;0
"1985";"Jura";"Thurgau";">>Other public forest";0;0;0
"1985";"Central Plain";"Glarus";"Type of owners - Total";0;0;0
"1985";"Central Plain";"Glarus";"Private forest";0;0;0
"1985";"Central Plain";"Glarus";"Public forest";0;0;0
"1985";"Central Plain";"Glarus";">>Federal forest";0;0;0
"1985";"Central Plain";"Glarus";">>Cantonal forest";0;0;0
"1985";"Central Plain";"Glarus";">>Municipality forest";0;0;0
"1985";"Central Plain";"Glarus";">>Bourgeois forest";0;0;0
"1985";"Central Plain";"Glarus";">>Other public forest";0;0;0
"1985";"Central Plain";"Schaffhausen";"Type of owners - Total";155;339;338
"1985";"Central Plain";"Schaffhausen";"Private forest";153;137;137
"1985";"Central Plain";"Schaffhausen";"Public forest";2;202;201
"1985";"Central Plain";"Schaffhausen";">>Federal forest";0;0;0
"1985";"Central Plain";"Schaffhausen";">>Cantonal forest";0;0;0
"1985";"Central Plain";"Schaffhausen";">>Municipality forest";2;202;201
"1985";"Central Plain";"Schaffhausen";">>Bourgeois forest";0;0;0
"1985";"Central Plain";"Schaffhausen";">>Other public forest";0;0;0
"1985";"Central Plain";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1985";"Central Plain";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1985";"Central Plain";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1985";"Central Plain";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1985";"Central Plain";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1985";"Central Plain";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1985";"Central Plain";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1985";"Central Plain";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1985";"Central Plain";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1985";"Central Plain";"Appenzell Innerrhoden";"Private forest";0;0;0
"1985";"Central Plain";"Appenzell Innerrhoden";"Public forest";0;0;0
"1985";"Central Plain";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1985";"Central Plain";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1985";"Central Plain";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1985";"Central Plain";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1985";"Central Plain";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1985";"Central Plain";"St. Gallen";"Type of owners - Total";6569;10254;10240
"1985";"Central Plain";"St. Gallen";"Private forest";6504;6237;6237
"1985";"Central Plain";"St. Gallen";"Public forest";65;4017;4003
"1985";"Central Plain";"St. Gallen";">>Federal forest";0;0;0
"1985";"Central Plain";"St. Gallen";">>Cantonal forest";1;551;551
"1985";"Central Plain";"St. Gallen";">>Municipality forest";13;160;159
"1985";"Central Plain";"St. Gallen";">>Bourgeois forest";13;2013;2001
"1985";"Central Plain";"St. Gallen";">>Other public forest";38;1293;1292
"1985";"Central Plain";"Graubünden / Grigioni / Grischun";"Type of owners - Total";0;0;0
"1985";"Central Plain";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"1985";"Central Plain";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"1985";"Central Plain";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1985";"Central Plain";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1985";"Central Plain";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"1985";"Central Plain";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
