"Forest area in Switzerland, in ha"

"Year";"Forest zone";"Canton";"Type of owner";"Forest owners number";"Total forest area";"Productive forest area"
"1997";"Jura";"Schaffhausen";">>Cantonal forest";1;2154;2120
"1997";"Jura";"Schaffhausen";">>Municipality forest";28;8226;8185
"1997";"Jura";"Schaffhausen";">>Bourgeois forest";0;0;0
"1997";"Jura";"Schaffhausen";">>Other public forest";1;8;8
"1997";"Jura";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1997";"Jura";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1997";"Jura";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1997";"Jura";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1997";"Jura";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1997";"Jura";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1997";"Jura";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1997";"Jura";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1997";"Jura";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1997";"Jura";"Appenzell Innerrhoden";"Private forest";0;0;0
"1997";"Jura";"Appenzell Innerrhoden";"Public forest";0;0;0
"1997";"Jura";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1997";"Jura";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1997";"Jura";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1997";"Jura";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1997";"Jura";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1997";"Jura";"St. Gallen";"Type of owners - Total";0;0;0
"1997";"Jura";"St. Gallen";"Private forest";0;0;0
"1997";"Jura";"St. Gallen";"Public forest";0;0;0
"1997";"Jura";"St. Gallen";">>Federal forest";0;0;0
"1997";"Jura";"St. Gallen";">>Cantonal forest";0;0;0
"1997";"Jura";"St. Gallen";">>Municipality forest";0;0;0
"1997";"Jura";"St. Gallen";">>Bourgeois forest";0;0;0
"1997";"Jura";"St. Gallen";">>Other public forest";0;0;0
"1997";"Jura";"Graubünden / Grigioni / Grischun";"Type of owners - Total";0;0;0
"1997";"Jura";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"1997";"Jura";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"1997";"Jura";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1997";"Jura";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1997";"Jura";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"1997";"Jura";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1997";"Jura";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"1997";"Jura";"Thurgau";"Type of owners - Total";0;0;0
"1997";"Jura";"Thurgau";"Private forest";0;0;0
"1997";"Jura";"Thurgau";"Public forest";0;0;0
"1997";"Jura";"Thurgau";">>Federal forest";0;0;0
"1997";"Jura";"Thurgau";">>Cantonal forest";0;0;0
"1997";"Jura";"Thurgau";">>Municipality forest";0;0;0
"1997";"Jura";"Thurgau";">>Bourgeois forest";0;0;0
"1997";"Jura";"Thurgau";">>Other public forest";0;0;0
"1997";"Central Plain";"Glarus";"Type of owners - Total";0;0;0
"1997";"Central Plain";"Glarus";"Private forest";0;0;0
"1997";"Central Plain";"Glarus";"Public forest";0;0;0
"1997";"Central Plain";"Glarus";">>Federal forest";0;0;0
"1997";"Central Plain";"Glarus";">>Cantonal forest";0;0;0
"1997";"Central Plain";"Glarus";">>Municipality forest";0;0;0
"1997";"Central Plain";"Glarus";">>Bourgeois forest";0;0;0
"1997";"Central Plain";"Glarus";">>Other public forest";0;0;0
"1997";"Central Plain";"Schaffhausen";"Type of owners - Total";155;338;335
"1997";"Central Plain";"Schaffhausen";"Private forest";153;137;137
"1997";"Central Plain";"Schaffhausen";"Public forest";2;201;198
"1997";"Central Plain";"Schaffhausen";">>Federal forest";0;0;0
"1997";"Central Plain";"Schaffhausen";">>Cantonal forest";0;0;0
"1997";"Central Plain";"Schaffhausen";">>Municipality forest";2;201;198
"1997";"Central Plain";"Schaffhausen";">>Bourgeois forest";0;0;0
"1997";"Central Plain";"Schaffhausen";">>Other public forest";0;0;0
"1997";"Central Plain";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1997";"Central Plain";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1997";"Central Plain";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1997";"Central Plain";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1997";"Central Plain";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1997";"Central Plain";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1997";"Central Plain";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1997";"Central Plain";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1997";"Central Plain";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1997";"Central Plain";"Appenzell Innerrhoden";"Private forest";0;0;0
"1997";"Central Plain";"Appenzell Innerrhoden";"Public forest";0;0;0
"1997";"Central Plain";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1997";"Central Plain";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1997";"Central Plain";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1997";"Central Plain";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1997";"Central Plain";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1997";"Central Plain";"St. Gallen";"Type of owners - Total";6754;10634;10620
"1997";"Central Plain";"St. Gallen";"Private forest";6719;6491;6491
"1997";"Central Plain";"St. Gallen";"Public forest";35;4143;4129
"1997";"Central Plain";"St. Gallen";">>Federal forest";1;229;229
"1997";"Central Plain";"St. Gallen";">>Cantonal forest";1;663;663
"1997";"Central Plain";"St. Gallen";">>Municipality forest";5;88;88
"1997";"Central Plain";"St. Gallen";">>Bourgeois forest";10;2042;2031
"1997";"Central Plain";"St. Gallen";">>Other public forest";18;1121;1118
"1997";"Central Plain";"Graubünden / Grigioni / Grischun";"Type of owners - Total";1;174;140
"1997";"Central Plain";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"1997";"Central Plain";"Graubünden / Grigioni / Grischun";"Public forest";1;174;140
"1997";"Central Plain";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1997";"Central Plain";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1997";"Central Plain";"Graubünden / Grigioni / Grischun";">>Municipality forest";1;174;140
"1997";"Central Plain";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1997";"Central Plain";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"1997";"Central Plain";"Thurgau";"Type of owners - Total";8961;19536;19423
"1997";"Central Plain";"Thurgau";"Private forest";8866;10823;10823
"1997";"Central Plain";"Thurgau";"Public forest";95;8713;8600
"1997";"Central Plain";"Thurgau";">>Federal forest";1;237;163
"1997";"Central Plain";"Thurgau";">>Cantonal forest";1;1439;1426
"1997";"Central Plain";"Thurgau";">>Municipality forest";5;287;287
"1997";"Central Plain";"Thurgau";">>Bourgeois forest";68;5677;5654
"1997";"Central Plain";"Thurgau";">>Other public forest";20;1073;1070
"1997";"Prealps";"Glarus";"Type of owners - Total";0;0;0
"1997";"Prealps";"Glarus";"Private forest";0;0;0
"1997";"Prealps";"Glarus";"Public forest";0;0;0
"1997";"Prealps";"Glarus";">>Federal forest";0;0;0
"1997";"Prealps";"Glarus";">>Cantonal forest";0;0;0
"1997";"Prealps";"Glarus";">>Municipality forest";0;0;0
"1997";"Prealps";"Glarus";">>Bourgeois forest";0;0;0
"1997";"Prealps";"Glarus";">>Other public forest";0;0;0
"1997";"Prealps";"Schaffhausen";"Type of owners - Total";0;0;0
"1997";"Prealps";"Schaffhausen";"Private forest";0;0;0
"1997";"Prealps";"Schaffhausen";"Public forest";0;0;0
"1997";"Prealps";"Schaffhausen";">>Federal forest";0;0;0
"1997";"Prealps";"Schaffhausen";">>Cantonal forest";0;0;0
"1997";"Prealps";"Schaffhausen";">>Municipality forest";0;0;0
"1997";"Prealps";"Schaffhausen";">>Bourgeois forest";0;0;0
"1997";"Prealps";"Schaffhausen";">>Other public forest";0;0;0
"1997";"Prealps";"Appenzell Ausserrhoden";"Type of owners - Total";4264;7233;6935
"1997";"Prealps";"Appenzell Ausserrhoden";"Private forest";4239;5485;5485
"1997";"Prealps";"Appenzell Ausserrhoden";"Public forest";25;1748;1450
"1997";"Prealps";"Appenzell Ausserrhoden";">>Federal forest";1;26;26
"1997";"Prealps";"Appenzell Ausserrhoden";">>Cantonal forest";1;412;197
"1997";"Prealps";"Appenzell Ausserrhoden";">>Municipality forest";20;1081;998
"1997";"Prealps";"Appenzell Ausserrhoden";">>Bourgeois forest";1;118;118
"1997";"Prealps";"Appenzell Ausserrhoden";">>Other public forest";2;111;111
"1997";"Prealps";"Appenzell Innerrhoden";"Type of owners - Total";2497;5284;5092
"1997";"Prealps";"Appenzell Innerrhoden";"Private forest";2471;3128;3128
"1997";"Prealps";"Appenzell Innerrhoden";"Public forest";26;2156;1964
"1997";"Prealps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1997";"Prealps";"Appenzell Innerrhoden";">>Cantonal forest";1;154;148
"1997";"Prealps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1997";"Prealps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1997";"Prealps";"Appenzell Innerrhoden";">>Other public forest";25;2002;1816
"1997";"Prealps";"St. Gallen";"Type of owners - Total";9408;28499;27560
"1997";"Prealps";"St. Gallen";"Private forest";9341;11328;11328
"1997";"Prealps";"St. Gallen";"Public forest";67;17171;16232
"1997";"Prealps";"St. Gallen";">>Federal forest";0;0;0
"1997";"Prealps";"St. Gallen";">>Cantonal forest";1;776;716
"1997";"Prealps";"St. Gallen";">>Municipality forest";5;200;194
"1997";"Prealps";"St. Gallen";">>Bourgeois forest";33;12770;12184
"1997";"Prealps";"St. Gallen";">>Other public forest";28;3425;3138
"1997";"Prealps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";0;0;0
"1997";"Prealps";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"1997";"Prealps";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"1997";"Prealps";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1997";"Prealps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1997";"Prealps";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"1997";"Prealps";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1997";"Prealps";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"1997";"Prealps";"Thurgau";"Type of owners - Total";0;0;0
"1997";"Prealps";"Thurgau";"Private forest";0;0;0
"1997";"Prealps";"Thurgau";"Public forest";0;0;0
"1997";"Prealps";"Thurgau";">>Federal forest";0;0;0
"1997";"Prealps";"Thurgau";">>Cantonal forest";0;0;0
"1997";"Prealps";"Thurgau";">>Municipality forest";0;0;0
"1997";"Prealps";"Thurgau";">>Bourgeois forest";0;0;0
"1997";"Prealps";"Thurgau";">>Other public forest";0;0;0
"1997";"Alps";"Glarus";"Type of owners - Total";1493;18542;15746
"1997";"Alps";"Glarus";"Private forest";1455;1561;1561
"1997";"Alps";"Glarus";"Public forest";38;16981;14185
"1997";"Alps";"Glarus";">>Federal forest";1;137;99
"1997";"Alps";"Glarus";">>Cantonal forest";1;55;49
"1997";"Alps";"Glarus";">>Municipality forest";2;962;795
"1997";"Alps";"Glarus";">>Bourgeois forest";30;15602;13022
"1997";"Alps";"Glarus";">>Other public forest";4;225;220
"1997";"Alps";"Schaffhausen";"Type of owners - Total";0;0;0
"1997";"Alps";"Schaffhausen";"Private forest";0;0;0
"1997";"Alps";"Schaffhausen";"Public forest";0;0;0
"1997";"Alps";"Schaffhausen";">>Federal forest";0;0;0
"1997";"Alps";"Schaffhausen";">>Cantonal forest";0;0;0
"1997";"Alps";"Schaffhausen";">>Municipality forest";0;0;0
"1997";"Alps";"Schaffhausen";">>Bourgeois forest";0;0;0
"1997";"Alps";"Schaffhausen";">>Other public forest";0;0;0
"1997";"Alps";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1997";"Alps";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1997";"Alps";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1997";"Alps";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1997";"Alps";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1997";"Alps";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1997";"Alps";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1997";"Alps";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1997";"Alps";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1997";"Alps";"Appenzell Innerrhoden";"Private forest";0;0;0
"1997";"Alps";"Appenzell Innerrhoden";"Public forest";0;0;0
"1997";"Alps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1997";"Alps";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1997";"Alps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1997";"Alps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1997";"Alps";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1997";"Alps";"St. Gallen";"Type of owners - Total";1961;15174;13608
"1997";"Alps";"St. Gallen";"Private forest";1934;2491;2491
"1997";"Alps";"St. Gallen";"Public forest";27;12683;11117
"1997";"Alps";"St. Gallen";">>Federal forest";1;50;50
"1997";"Alps";"St. Gallen";">>Cantonal forest";1;582;505
"1997";"Alps";"St. Gallen";">>Municipality forest";2;71;66
"1997";"Alps";"St. Gallen";">>Bourgeois forest";20;11685;10262
"1997";"Alps";"St. Gallen";">>Other public forest";3;295;234
"1997";"Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";8911;151913;117155
"1997";"Alps";"Graubünden / Grigioni / Grischun";"Private forest";8665;12439;12439
"1997";"Alps";"Graubünden / Grigioni / Grischun";"Public forest";246;139474;104716
"1997";"Alps";"Graubünden / Grigioni / Grischun";">>Federal forest";1;268;90
"1997";"Alps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";1;993;744
"1997";"Alps";"Graubünden / Grigioni / Grischun";">>Municipality forest";204;132526;99405
"1997";"Alps";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1997";"Alps";"Graubünden / Grigioni / Grischun";">>Other public forest";40;5687;4477
"1997";"Alps";"Thurgau";"Type of owners - Total";0;0;0
"1997";"Alps";"Thurgau";"Private forest";0;0;0
"1997";"Alps";"Thurgau";"Public forest";0;0;0
"1997";"Alps";"Thurgau";">>Federal forest";0;0;0
"1997";"Alps";"Thurgau";">>Cantonal forest";0;0;0
"1997";"Alps";"Thurgau";">>Municipality forest";0;0;0
"1997";"Alps";"Thurgau";">>Bourgeois forest";0;0;0
"1997";"Alps";"Thurgau";">>Other public forest";0;0;0
"1997";"Southern Alps";"Glarus";"Type of owners - Total";0;0;0
"1997";"Southern Alps";"Glarus";"Private forest";0;0;0
"1997";"Southern Alps";"Glarus";"Public forest";0;0;0
"1997";"Southern Alps";"Glarus";">>Federal forest";0;0;0
"1997";"Southern Alps";"Glarus";">>Cantonal forest";0;0;0
"1997";"Southern Alps";"Glarus";">>Municipality forest";0;0;0
"1997";"Southern Alps";"Glarus";">>Bourgeois forest";0;0;0
"1997";"Southern Alps";"Glarus";">>Other public forest";0;0;0
"1997";"Southern Alps";"Schaffhausen";"Type of owners - Total";0;0;0
"1997";"Southern Alps";"Schaffhausen";"Private forest";0;0;0
"1997";"Southern Alps";"Schaffhausen";"Public forest";0;0;0
"1997";"Southern Alps";"Schaffhausen";">>Federal forest";0;0;0
"1997";"Southern Alps";"Schaffhausen";">>Cantonal forest";0;0;0
"1997";"Southern Alps";"Schaffhausen";">>Municipality forest";0;0;0
"1997";"Southern Alps";"Schaffhausen";">>Bourgeois forest";0;0;0
"1997";"Southern Alps";"Schaffhausen";">>Other public forest";0;0;0
"1997";"Southern Alps";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1997";"Southern Alps";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1997";"Southern Alps";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1997";"Southern Alps";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1997";"Southern Alps";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1997";"Southern Alps";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1997";"Southern Alps";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1997";"Southern Alps";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1997";"Southern Alps";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1997";"Southern Alps";"Appenzell Innerrhoden";"Private forest";0;0;0
"1997";"Southern Alps";"Appenzell Innerrhoden";"Public forest";0;0;0
"1997";"Southern Alps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1997";"Southern Alps";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1997";"Southern Alps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1997";"Southern Alps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1997";"Southern Alps";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1997";"Southern Alps";"St. Gallen";"Type of owners - Total";0;0;0
"1997";"Southern Alps";"St. Gallen";"Private forest";0;0;0
"1997";"Southern Alps";"St. Gallen";"Public forest";0;0;0
"1997";"Southern Alps";"St. Gallen";">>Federal forest";0;0;0
"1997";"Southern Alps";"St. Gallen";">>Cantonal forest";0;0;0
"1997";"Southern Alps";"St. Gallen";">>Municipality forest";0;0;0
"1997";"Southern Alps";"St. Gallen";">>Bourgeois forest";0;0;0
"1997";"Southern Alps";"St. Gallen";">>Other public forest";0;0;0
"1997";"Southern Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";1973;29246;22894
"1997";"Southern Alps";"Graubünden / Grigioni / Grischun";"Private forest";1941;2110;2110
"1997";"Southern Alps";"Graubünden / Grigioni / Grischun";"Public forest";32;27136;20784
"1997";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1997";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";1;83;59
"1997";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Municipality forest";19;26133;19949
"1997";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1997";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Other public forest";12;920;776
"1997";"Southern Alps";"Thurgau";"Type of owners - Total";0;0;0
"1997";"Southern Alps";"Thurgau";"Private forest";0;0;0
"1997";"Southern Alps";"Thurgau";"Public forest";0;0;0
"1997";"Southern Alps";"Thurgau";">>Federal forest";0;0;0
"1997";"Southern Alps";"Thurgau";">>Cantonal forest";0;0;0
"1997";"Southern Alps";"Thurgau";">>Municipality forest";0;0;0
"1997";"Southern Alps";"Thurgau";">>Bourgeois forest";0;0;0
"1997";"Southern Alps";"Thurgau";">>Other public forest";0;0;0
"1998";"Switzerland";"Glarus";"Type of owners - Total";1493;18682;15727
"1998";"Switzerland";"Glarus";"Private forest";1455;1539;1539
"1998";"Switzerland";"Glarus";"Public forest";38;17143;14188
"1998";"Switzerland";"Glarus";">>Federal forest";1;135;97
"1998";"Switzerland";"Glarus";">>Cantonal forest";1;55;49
"1998";"Switzerland";"Glarus";">>Municipality forest";2;963;796
"1998";"Switzerland";"Glarus";">>Bourgeois forest";30;15765;13025
"1998";"Switzerland";"Glarus";">>Other public forest";4;225;221
"1998";"Switzerland";"Schaffhausen";"Type of owners - Total";2127;12553;12473
"1998";"Switzerland";"Schaffhausen";"Private forest";2095;1961;1961
"1998";"Switzerland";"Schaffhausen";"Public forest";32;10592;10512
"1998";"Switzerland";"Schaffhausen";">>Federal forest";0;0;0
"1998";"Switzerland";"Schaffhausen";">>Cantonal forest";1;2154;2120
"1998";"Switzerland";"Schaffhausen";">>Municipality forest";30;8430;8384
"1998";"Switzerland";"Schaffhausen";">>Bourgeois forest";0;0;0
"1998";"Switzerland";"Schaffhausen";">>Other public forest";1;8;8
"1998";"Switzerland";"Appenzell Ausserrhoden";"Type of owners - Total";4264;7233;6935
"1998";"Switzerland";"Appenzell Ausserrhoden";"Private forest";4239;5485;5485
"1998";"Switzerland";"Appenzell Ausserrhoden";"Public forest";25;1748;1450
"1998";"Switzerland";"Appenzell Ausserrhoden";">>Federal forest";1;26;26
"1998";"Switzerland";"Appenzell Ausserrhoden";">>Cantonal forest";1;412;197
"1998";"Switzerland";"Appenzell Ausserrhoden";">>Municipality forest";21;1199;1116
"1998";"Switzerland";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1998";"Switzerland";"Appenzell Ausserrhoden";">>Other public forest";2;111;111
"1998";"Switzerland";"Appenzell Innerrhoden";"Type of owners - Total";3020;4850;4645
"1998";"Switzerland";"Appenzell Innerrhoden";"Private forest";2996;2782;2782
"1998";"Switzerland";"Appenzell Innerrhoden";"Public forest";24;2068;1863
"1998";"Switzerland";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1998";"Switzerland";"Appenzell Innerrhoden";">>Cantonal forest";1;154;148
"1998";"Switzerland";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1998";"Switzerland";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1998";"Switzerland";"Appenzell Innerrhoden";">>Other public forest";23;1914;1715
"1998";"Switzerland";"St. Gallen";"Type of owners - Total";17328;53896;51371
"1998";"Switzerland";"St. Gallen";"Private forest";17199;20532;20532
"1998";"Switzerland";"St. Gallen";"Public forest";129;33364;30839
"1998";"Switzerland";"St. Gallen";">>Federal forest";1;279;279
"1998";"Switzerland";"St. Gallen";">>Cantonal forest";1;2000;1863
"1998";"Switzerland";"St. Gallen";">>Municipality forest";12;359;348
"1998";"Switzerland";"St. Gallen";">>Bourgeois forest";66;25874;23852
"1998";"Switzerland";"St. Gallen";">>Other public forest";49;4852;4497
"1998";"Switzerland";"Graubünden / Grigioni / Grischun";"Type of owners - Total";10897;183295;141613
"1998";"Switzerland";"Graubünden / Grigioni / Grischun";"Private forest";10622;14557;14557
"1998";"Switzerland";"Graubünden / Grigioni / Grischun";"Public forest";275;168738;127056
"1998";"Switzerland";"Graubünden / Grigioni / Grischun";">>Federal forest";1;270;92
"1998";"Switzerland";"Graubünden / Grigioni / Grischun";">>Cantonal forest";1;1076;803
"1998";"Switzerland";"Graubünden / Grigioni / Grischun";">>Municipality forest";223;160848;120959
"1998";"Switzerland";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1998";"Switzerland";"Graubünden / Grigioni / Grischun";">>Other public forest";50;6544;5202
"1998";"Switzerland";"Thurgau";"Type of owners - Total";8939;19525;19412
"1998";"Switzerland";"Thurgau";"Private forest";8844;10837;10837
"1998";"Switzerland";"Thurgau";"Public forest";95;8688;8575
"1998";"Switzerland";"Thurgau";">>Federal forest";1;236;162
"1998";"Switzerland";"Thurgau";">>Cantonal forest";1;1409;1396
"1998";"Switzerland";"Thurgau";">>Municipality forest";6;298;298
"1998";"Switzerland";"Thurgau";">>Bourgeois forest";67;5672;5649
"1998";"Switzerland";"Thurgau";">>Other public forest";20;1073;1070
"1998";"Jura";"Glarus";"Type of owners - Total";0;0;0
"1998";"Jura";"Glarus";"Private forest";0;0;0
"1998";"Jura";"Glarus";"Public forest";0;0;0
"1998";"Jura";"Glarus";">>Federal forest";0;0;0
"1998";"Jura";"Glarus";">>Cantonal forest";0;0;0
"1998";"Jura";"Glarus";">>Municipality forest";0;0;0
"1998";"Jura";"Glarus";">>Bourgeois forest";0;0;0
"1998";"Jura";"Glarus";">>Other public forest";0;0;0
"1998";"Jura";"Schaffhausen";"Type of owners - Total";1972;12215;12138
"1998";"Jura";"Schaffhausen";"Private forest";1942;1824;1824
"1998";"Jura";"Schaffhausen";"Public forest";30;10391;10314
"1998";"Jura";"Schaffhausen";">>Federal forest";0;0;0
"1998";"Jura";"Schaffhausen";">>Cantonal forest";1;2154;2120
"1998";"Jura";"Schaffhausen";">>Municipality forest";28;8229;8186
"1998";"Jura";"Schaffhausen";">>Bourgeois forest";0;0;0
"1998";"Jura";"Schaffhausen";">>Other public forest";1;8;8
"1998";"Jura";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1998";"Jura";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1998";"Jura";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1998";"Jura";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1998";"Jura";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1998";"Jura";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1998";"Jura";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1998";"Jura";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1998";"Jura";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1998";"Jura";"Appenzell Innerrhoden";"Private forest";0;0;0
"1998";"Jura";"Appenzell Innerrhoden";"Public forest";0;0;0
"1998";"Jura";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1998";"Jura";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1998";"Jura";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1998";"Jura";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1998";"Jura";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1998";"Jura";"St. Gallen";"Type of owners - Total";0;0;0
"1998";"Jura";"St. Gallen";"Private forest";0;0;0
"1998";"Jura";"St. Gallen";"Public forest";0;0;0
"1998";"Jura";"St. Gallen";">>Federal forest";0;0;0
"1998";"Jura";"St. Gallen";">>Cantonal forest";0;0;0
"1998";"Jura";"St. Gallen";">>Municipality forest";0;0;0
"1998";"Jura";"St. Gallen";">>Bourgeois forest";0;0;0
"1998";"Jura";"St. Gallen";">>Other public forest";0;0;0
"1998";"Jura";"Graubünden / Grigioni / Grischun";"Type of owners - Total";0;0;0
"1998";"Jura";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"1998";"Jura";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"1998";"Jura";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1998";"Jura";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1998";"Jura";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"1998";"Jura";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1998";"Jura";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"1998";"Jura";"Thurgau";"Type of owners - Total";0;0;0
"1998";"Jura";"Thurgau";"Private forest";0;0;0
"1998";"Jura";"Thurgau";"Public forest";0;0;0
"1998";"Jura";"Thurgau";">>Federal forest";0;0;0
"1998";"Jura";"Thurgau";">>Cantonal forest";0;0;0
"1998";"Jura";"Thurgau";">>Municipality forest";0;0;0
"1998";"Jura";"Thurgau";">>Bourgeois forest";0;0;0
"1998";"Jura";"Thurgau";">>Other public forest";0;0;0
"1998";"Central Plain";"Glarus";"Type of owners - Total";0;0;0
"1998";"Central Plain";"Glarus";"Private forest";0;0;0
"1998";"Central Plain";"Glarus";"Public forest";0;0;0
"1998";"Central Plain";"Glarus";">>Federal forest";0;0;0
